author,text
@EtherealCatGames,"I am so tired of your nonsense, Nintendo. I refuse to buy the Nintendo Switch 2 unless you drop prices. You know damn well that demanding people pay 80 dollars for any game is far too much, 70 dollars was already pushing it. Not to mention that you're suddenly pulling back the preorder and saying you'll raise the price with someone else to blame? You had several years of planning this out and watching how things have been going on in the world, and you know you're just saying that when all you want is more cash out of our pockets in the name of your greed. Every time you have something good going, you just have to get your greedy little hands on the next big console and ruin everything. It isn't even just about the price, it's the blatant disrespect that you have for the customers that, need I remind you, are supposed to be interested in buying this Nintendo Switch 2! It's like you've forgotten who you're even doing this for. ""Just buy a Nintendo Switch"" they say, how about you actually make something that people can actually afford, and give us a product that we can actually be happy with."
@jelinsky,"""First of all, congratulations Nintendo.""
""Hello. I like money.""
""What inspired you to build a _second_ Switch right after the original?""
""Money!"""
@pit123gaming,Can't wait to play Luigi's mansion 2 HD on this
@Clibix123,Now my switch oled is considered ancient now 😭
@Corendor89,Im so glad the Na president of nintendo is named bowser. You either die a hero or live long enough to see yourself become the villain.  Nintendo has fallen far with this one.
@HenrySchecker,DROP THE PRICE
@Neckonthedeck135,Lower the price please 😢
@hederlyp,90 dollars no problem dont update and back it see how they like it
@JerielRievra,Did I just see something that looks like discord. It’s so sad in never gonna be hablé to buy it cus 400 is just to much my family is to poor
@popahtrj,ps5 it was!
@Lynarrin111,Every new Nintendo has gotta just have Mario cart or Mario somewhere
@puteracahyadi,don't buy and let it die slowly. prize and hidden cost are horrible. if it succeeded than all game company will do the same. so don't buy and let it die.
@anotherdayjustbreathe2063,"I would’ve preferred a ps5  but theyre too expensive. 
Now that the new Switch 2  ( a far lesser console ) , is more or less the same price as a ps5; thats killed the Switch 2 for me. 

Why would anyone prefer a Switch 2 over Ps5 when theres such  a ginormous difference in quality? 
and now theyre at the same price point?

No hate to Nintendo community and I dont have a preference for ps5 community either, Im being completely impartial here.

Nintendo has a nerve. 
I feel sorry for people actually being joyful about the Switch 2 launch. 
Its unsettlingly greedy on Nintendos part.

Spec and performance wise, my old ps4 would hold up well if not better than Switch 2 😮‍💨 

Sorry half ranting half shocked but Im just looking out for consumers. 
I dont like seeing people being had."
@hellshit4429,"This should have a lot more dislikes, JUST for the price alone"
@시발,"Director: We're now going to compete with a PC game.
Developer: Which PC game?

Results:"
@jasonlawrence9872,Bring me GTA 6 and I will be a believer
@Xypher1812,Where's therelaxingend
@marshallrobinson1019,"Dear Nintendo,

I'm breaking up with you.  I guess it's not me.  It's you.  You've changed.  Our relationship is finished.  It was good while it lasted.  Twenty years was a good run, but we're done.  Maybe someday, you'll understand what we had together.  I can't continue gaming with someone who's psychotic and narcissistic.  Don't call me.  I'll be offline enjoying my life."
@NoLongerUploading1,Super Awesome!
@mrdocena8082,"You know, all this sensational rumor mongering around prices, with jumping on deliberately misinformed articles, to completely misinterpreting quotes REALLY reminds me of the Wii U days...

Which means either
A) Switch 2 is going to create the ""Nintendo bubble"" again. Where the only ones still around are Nintendo fans, all-platformers, people who don't listen to rumors, and new players who heard nothing of the drama because they're desynced from social media...
Or
B) Switch 2 is going to be bought by the mass market anyways after it releases and the prices will be on full display. With many saying ""Looks like Nintendo listened to us!"" (despite the fact that people who looked up this information (aka ""shills"") have been saying this repeatedly until the release.

It's weird, but i kinda really hope for option A.
Casuals will make (Wii) or break (Wii U) the success of that era, but at least we can be away from the rumor mongers, drama kings, and clout chasers for a few years (as they'll adamantly stay out of the bubble and insult it from the sidelines for the rest of the console's existence."
@FoxyMovieMaker,this might just be the best thing that's ever happened in my life....
@barkman6980,Crazy part is the themes are still gonna white and black
@barkman6980,Too bad they want us to pay to update our games so we can play it on this overpriced slop
@TheSlideCell,"The speed that misinformation can spread at is scary, especially when it comes to negativity."
@israeluanl,I hope you can add screening into our phone to save videos of our gameplay
@ToonsInk.,0:16 can it adapt to fit my wallet? Apparently not
@jacobkersey1575,I’m getting the switch 2 on my birthday in October
@Helldiver2185,Pls don’t buy this
@kingkramer,If only it wasn't the equivalent of like $800 in my country for no reason
@Mr_manfoot_guy,DROP THE PRICE
@jdeamore,"Not buying it, sorry Nintendo, your prices are way too high."
@link776,"Geeze's Christ Nintendo. 80 to 90 dollars for games you don't even own? ""Is this an out of season April fool's joke?"""
@Breezy_g22,Its dope ngl but $449.99 is a steep price for a new nintendo console i still might get it but regardless thats crazy
@oKyeahThen,You guys must think we are stupid . I'm not buying this.
@JimBobe,The bezels are so ugly fr
@Mrepictheepicface,DROP THE PRICES
@Wnnsisone_oficial,Bro this will be R$ 4000 in Brazil with that taxes😭
@crisgarcia5665,Came to dislike the video
@hexvvitch,"Greedtendo out here with $90 dollar games, a console demo that you have to pay for, AND itty bitty pieces of plastic that let you connect to a server that they will eventually pull the plug on, and guess what, there goes your game. You can not be serious with this announcement. How are kids going to be able to get games anymore with these prices? And this is PRE tarrifs, too. Just plain old greed here. Do better Nintendo."
@blakehansen5434,Dude the mouse controls are frickin sick lol. I hate nintendo but that is legit sooo cool.
@starman5313,I was expecting the Switch 2 to be extra cheap to squash competition ($150-250) but instead it's 500😐.
@GonzaloCabrejosRodriguez,June 5 D:
@martinlastname8548,Voice chat. Finally
@jacobbrenner141,Guess they're calling it the switch2 because everyone is going to be switching to a different console. Gg nintendo 😂
@SlashCraftJack,"What happened to the good old day when Nintendo was a fun and affordable video game company? All this anti-consumer practices makes me sick. You think most kids (THE MAIN TARGET DEMOGRAPHIC) will be able to enjoy the games you've made them when ITS $500...NOT EVEN AN XBOX ONE SERIES S IS WORTH THAT MUCH. 
THE GAMES ARE 80 TO 90 DOLLARS WHICH IS JUST SHY OF A HUNDRED BUCKS"
@andrewaustin3836,"Yeah I’ll be pirating, I’m not paying more for games not even worth 30 dollars"
@gavenskyles-jones7086,WII U 2!
@irishstew9951,LOL steam deck here I come why would I pay this much for a device that's this keek
@minniemousesvideos,All this for it to still only be 1080p...
@katiemcat,Can we get uhhhh new fire emblem please
@felixvalenzuela9193,"You know what Nintendo I've always thought you where such a unique gaming industry. As a kid growing up I never forgotten my dad buying me Nintendo after the Artari and the Mario game that came with it. The price was  $200 for the console and video game where no more then $20 to $30 the most. Back then it was not only affordable but unique for what it did. Now your asking $500 a console that has the power of a ps4 ability and certain game like Zelda Breath of the Wild a game I purchased $60 Dollars back then is gonna get a update to the new switch2 and it cost $90 Dollars Dude seriously. 
Nintendo im sorry to do this to you like every game like concord, Dragon Age veilguard,Assasin Shadow,The last of 2 and Suicide Squad and now Nintendo. 
I hate greedy people you shall receive the ultimate. Your company will crumble and you will be humble. Maybe there's hope unless you grow a heart but until then. I shall watch as everything you held once value will slip through your fingers and competition well rival Nintendo easily since we know your true self. Your no longer the same gaming company that was there for struggling parents. This curse of mine I pass on to thee as I saw all others before me crumble. Good luck Nintendo and remember it's not too late but then again don't be late."
@LF420-l7o,"Actually, for those who dont know...
Mario is a character created by the Japanese game designer Shigeru Miyamoto. He is the star of the Mario franchise, a recurring character in the Donkey Kong franchise, and the mascot of the Japanese video game company Nintendo. Mario is an Italian plumber who lives in the Mushroom Kingdom with his younger twin brother, Luigi. Their adventures generally involve rescuing Princess Peach from the villain Bowser while using power-ups that give them different abilities. Mario's distinctive characteristics include his large nose and mustache, overalls, red cap, and high-pitched, exaggerated Italian accent.

Mario debuted as the player character of Donkey Kong, a 1981 platform game. Miyamoto created Mario after he was unable to obtain the license to use Popeye as the protagonist. The graphical limitations of arcade hardware influenced Mario's design, such as his nose, mustache, and overalls, and he was named after Nintendo of America's landlord, Mario Segale. After Donkey Kong, Mario starred in Mario Bros. (1983). Its 1985 Nintendo Entertainment System sequel, Super Mario Bros., began the successful Super Mario platformer series. Charles Martinet voiced Mario from 1991 to 2023, when he was succeeded by Kevin Afghani.

Mario has appeared in over 200 video games. These include puzzle games such as Dr. Mario, role-playing games such as Paper Mario and Mario & Luigi, and sports games such as Mario Kart and Mario Tennis. He lacks a set personality and consistent profession, allowing him to take on many different roles across the Mario franchise. Mario is often accompanied by a large cast of supporting characters, including friends like Princess Daisy, Toad, and Yoshi and rivals like Bowser Jr., Donkey Kong, and Wario. Mario has also appeared in other Nintendo properties, such as the Super Smash Bros. series of crossover fighting games.

Mario is an established pop culture icon and is widely considered the most famous video game character in history. His likeness has been featured in merchandise, and people and places have been nicknamed after him. He inspired many video game characters, including Sega's Sonic the Hedgehog, and unofficial media. The Mario franchise is the bestselling video game franchise of all time, with more than 800 million units sold worldwide. Mario has been adapted in various media; he was portrayed by Bob Hoskins in the live-action film Super Mario Bros. (1993) and voiced by Chris Pratt in the animated film The Super Mario Bros. Movie (2023)."
@LemonadEeo,This makes me so mad did yall put 0 fcks in switch 1?😭
@Nefay_Max,basura a precio de oro
@aggmp6958,Suddenly the 100$ alarm clock looks like VFM...
@iJack-Fallen,Will they release atleast a new smash bros for the switch 2
@Lonely_baconnn,90€ for a game? I mean.. CMONNN BRO
@Lonely_baconnn,I really trought it would be 380€.. its almost 100€ more expensive! Nintendo is crazy
@castlecrashXXX,"Rawr, where’s Mario"
@sakurasketches,"The prices are way to high.. i love you nintendo, but please lower the prices... you're going to keep so many people that would love to play your games away from them, and please don't go digital. I like physical games T^T"
@obione5532,"It cost too much .
Best time to get a PlayStation 5 cheaper but way way way way better console game system."
@MikesLifee,"18k dislikes lmao, switch 2 3mulators here i come!!!!!"
@DROP.THE.PRICES.37,DROP THE PRICES!!
@jocab4409,The games are wa to expensive so I’m not gonna buy this
@AmaiAmai-sh3ry,I could buy a Switch 2 or take a college course or three at my local community college. I think I know which one has better value.
@xacmarshall3928,"I've never seen a more effective advertisement. After more than 20 years of loving Nintendo, this convinced me to finally let go of any hope. This is a better ad for the steam deck than anything else. RIP Nintendo, we won't miss ya"
@Twiliqhtly,We don’t like it anymore
@ismartdwi,I WANT THAT NINTENDO SWITCH 2
@ICEmegaman,lCD? 1080p? why not oled 4k?
@finneas5011,DROP THE PRICE
@jemmathistthegreat,Besides ripoff discord this is so peak oml
@JustAnotherGamerUS,should cost $399.99
@caspergarcia804,🏴‍☠️
@ThatOneWebslinger,"Drop the price please. 
399 for switch 2
450 for bundle
40 for all controllers
70 for games
20 for camera
Free tour game
40 expansion pack nso"
@ribbyzibbyy4297,"Paid demos, price hikes across the board, nah… sorry might have to join team “Notendo” if they don’t rethink some of this bs"
@AlexS-ei7kp,WHY DID WE NEVER GET METROID PRIME 4????
@Hugolavin42,"THOSE WHO PRE ORDERED SWITCH 2
👇"
@andrasgyimesi2513,Haha is this a joke? This sucks. Parents can save some money! Thank you!
@morometegaming,Overpriced piece of crap
@diamond920,We getting broke with this one
@faded_taco1816,the price for nintendo switch 2 is crazy cant afford it and wouldnt have any money left for games either
@Potato-su8us,"Just a question to those considering to buy this, why? 
Because you might play it with friends? 
Because it’s for your kid? 
Or because you have money to burn? 
I’m not shaming you I’m just genuinely trying to understand if you are buying it because it is a good purchase or you just don’t care."
@hiimpatback6095,Add achievements for games. At least for Elden Ring and Duskbloods.
@InTheDogHouse007,"Switch U 2? My wallet is breathing a sigh of relief... as I eye the Xbox Handheld. After years on the Nintendo express, where 'free' seems to be a typo,  I'm tempted by a platform that doesn't make me feel like I need to rebuy my childhood. Honestly, with this update to the ""Nintendo greed policy"", maybe this Switch 2 should have been called the 'Switch U 2' – because it's finally helping me switch to another platform or maybe its just my loyalty card that has finnaly expired??"
@MobileDecay,Don't worry Nintendo I was never gonna buy a Switch 2. You don't have to tell me twice. I'm sure rich people will love this console.
@motiefofficial3583,"Oh dear Nintendo. Have you guys not learnt from the past? Have you guys not realized these consumer unfriendly practices causes people to actively trying to bypass your stupid money making ethics? Has Steam, Netflix, Disney+, Xbox Game pass etc. not learnt you anything about people? About how people don't want to pirate, but want to have the easiest access to their entertainment for a reasonable price tag. We get it, gaming is expensive and the budgets for games are enormous yet somehow we fail to realize that indie developed games are usually the ones reigning supreme in the gaming space. You are not the only ones in the handheld space anymore.. the monopoly position is gone. Besides first party games, there is no reason to buy the console..  because indie titles and half a decade old games are readily available on hardware that costs a similar price tag, yet with fewer consumer unfriendly practices. These games go on massive sales frequently. Looking at those first party games.. I mean.. 600$+ just to play a bit of multiplayer Mario kart, take away the console and were still looking at a unjustifiable price tag for most people. There is no hiding behind Tariffs... this is pure greed. Remember the abysmal state Pokémon released in? just imagine that with a 90$ price tag.. You want to net more profit? make sure the games you release are decent. Remember, its better to sell 5.000.000 copies at 70$ than it is to sell 2.500.000 copies at 90$. It is even more profitable to sell the 5 million copies with a 60$ price tag."
@mariogames168,only 2 more months to wait until the switch 2 is released.
@doelsantiagomedina4091,"Thanks but NO THANKS! Wasted my money on switch, DEFINITELY NOT BUYING SWITCH 2! Console overpriced, games overpriced! 🤷🏻‍♂️🫡🪦"
@changer_of_ways_999,Wait. They have special olympics basketball?
@victorvallejos8338,Drop the price
@SovereignKnight74,"I bought the Switch 1, and I enjoyed it. The price was somewhat OK.  However, this time, I will not purchase the Switch 2  for the absurd prices. Don't give a damn about the Tariff excuse. I love Metroid and Zelda, but not enough to pay $500-$1,200 or more. As for the Switch 1, I got rid of that thing as it was just collecting dust. Metroid, Zelda and Mario, once you run out of those game options, then the Switch is useless to me."
@Hollorex89,Goodbye Nintendo
@TheLegend-Goku,"Steam deck 2 comes this console will sales down😂
Not even powerful like asus rog ally x 

Rumours told its powerful like ps4 but it only powerful like ps3 🤡

And all game price 80$ and no offers for exclusive Nintendo games and no many countries regions , 

Ps5 is best & waiting for Steam Deck 2"
@sciencegamer0077,Ik I never liked piracy but if games are going to be 80 to 90 dollars I would implore people to just pirate them cause that’s absolutely insane
@paisleyfire4678,If you truly agree with Nintendo pricing a game up to 80$ that’s only digital along with putting a literal button behind a paywall then you’re just an idiot.
@Psychite,"$450 and you have to pay a monthly fee to use voice chat in $80 games. 
Bruh"
@SalamToU,So you're telling me I should pirate all your games for my PC?
@shadoodles84,Please stop supporting Nintendo. The switch 2 needs to flop so they can’t keep charging us for every little thing
@damiencrossley7497,"Thanks to that slap in the face Nintendo. Now I want a Steam Deck MORE!
I will not buy your newer products BUT I will activly pirate them just for this!"
@LCG_Boomer,Out of touch company
@LCG_Boomer,$90 games...
@cumMan270,LCD¿
@Hakudan2,DROP THE PRICE
@Fredodadago,Not buying a system from greedy people.
@turbulence6,DROP THE PRICES OR YOU WILL DROP DEAD
@jametgamers374,ROBLOX FOR NS 2.. Pleaaaaaasee..🙏
@bardocksuper4229,OLED IS BETTER LOL
@Mewhenthewhenthe-b5d,"I give up. I thought 70 was a lot, but this? I can't, I'm just gonna buy a steam deck or a new PC. I'll buy the games if there's an emulator for PC, but other wise? I'm not buying unless the prices are dropped"
@tatianabulgakova5136,"I have been waiting 8 years for this console, there is no way that the price sky rocketed for such poor improvements. From $299 to $449 is absurd. Also, raising the game prices was so unnecessary. I am truly disappointed for these money hungry creators. 👎"
@CUSTERM16A2,Over four hundred dollars for the base console plus being charged extra for to use a particular button on the controller and 90 dollars just for base games not even finished. Nintendo you're greedy schmucks.
@FyreDust3,BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO. BOYCOTT NINTENDO.
@potatokingdom9194,"But, like, down with the price?"
@EatPantGames,Okay that's it time to develop every game to only use a 2 mouse input
@XboxIscool-j1e,What will they do about sending games to the new switch bc I have one and I got cup head so will all my date be save or no. Nintendo plz answer my question bc I have been worry about it
@Willfoster1978,Ninten-No.
@lleriedzcammar5470,$90 for physical card game. Sure! I don't care! Take my money I don't have. Lol! 😅
@armayafox2254,"If I were given the choice between buying a Switch 2, and being kidnapped by Jigsaw, I'd pick Jigsaw."
@ConnorKenwayisHIM,im so not excited to buy a 550$ console that doesnt let me play games from the original switch that i payed 80 dollars for woohoo!!!!
@Sam-kj4kq,nintando is so good i  will pay more then one hundrid dollars COZ ITS MY MOMS CRADIT CARD LOL
@Lasjah,DROP THE PRICE
@Lasjah,DROP THE PRICE
@Lasjah,DROP THE PRICE
@orlandez1920,DROP THE PRICE BRO
@joelockard7174,Gotta say for every new Nintendo system I was always hype because I knew without question it was something that would be affordable and approachable. This is the first system from Nintendo ever to immediately not have me caring one bit due to its pricing.  While I can pay for it why should I? It's too expensive for me to wanna pay that kind of money. Also the morons that wanna charge 80 bucks a game is gonna bankrupt a company Soo fast it's not even funny. I'd say let's also add to not support even watching the channels on YouTube that they just give systems to. It's promoting a trend in gaming that should be allowed whatsoever. I know when this mess drops I'm not going to be watching any of it at all. I hope others do the same.
@jcjc-rq1fb,629.99$ in Canada and 100+$ games? Nope... 👋 I have a feeling a new age of ☠️ is about to begin very soon.
@irreverevan7937,I'm skipping this nintendo generation. Not going to pay. And there is no way tariffs are the reason games are $90. Thats just nintendo gooning over themselves.
@popnstoff,A pirates life for me
@Leesharane69,the switch 2 looks ugly 😕
@mkocel,NO ONES BUYING THIS TRASH IN THIS ECONOMY
@mkocel,EFF YOU NINTENDO.
@h1F595,"Not worth it.  

Ive had a switch for years, and not a single one of the your changes would have improved the experience.

*4k - i dont care
*120fps vs 60fps - as long as fps stays above 45, i dont care.
*magnetic joycon - it wasnt hard to remove the joycons on the switch, so this is pointless.
*joycon as mouse - a gimmick that most games will not support
*bigger screen - doesnt matter
*significantly worse battery life - the most important aspect of a portable console and you made it worse."
@BowtieJDP,Drop the price. I'll skip like I did with the Wii U. Nintendo GREED has gone too far.
@drpelliper5818,"I gotta lie, I’m really impressed."
@Unknown.14_3,Chat I want this
@Maybe_ThyShadowMan,"I have a suggestion!



Usually the capture button allows you to record 30 seconds of your gameplay. Can you have it where if you press the capture button twice, it starts recording all of your gameplay, and when you press it twice again, it’ll stop recording."
@NinToaster_9,"Nintendo, you’re better than this."
@CultOfTheMonkeBILLY,Lower the prices
@JulyScofield-do9si,I don't like how the Nintendo Switch 2 games cost $90 pair to the Nintendo Switch games cost $59.99 I thank that really dumb In my opinion but what do you guys thank do you like the price on the Nintendo Switch 2 games or not let me know?
@davidludwig-ez3gf,You just convinced me to get an Xbox Series X
@davidludwig-ez3gf,The new DS 3D
@davidludwig-ez3gf,Drop the price
@miimiiul-m9t,Drop the price
@Gooberman-u5l,This is just pure greed. It will cost those in the U.S. $768.50 to buy the switch two and one game.
@coolguy3000realz,all it takes is either a 6x2 checkerboard palette on a pink background or the roar from any godzilla iteration and i will sell my soul to them
@repkar5828,"I have really only ever owned Nintendo products for Pokémon/Zelda. This time I had a plan to start branching out and play other games and really enjoy the console this time around. Now, I don't even think I'm going to be playing my 2 main games.... Guess I'm going back to MMOs, the monthly payment is officially miles cheaper than buying a switch + 80$ games. Bye Nintendo."
@user-bb2st4jl3u,Trash.
@EveryBeardHasAStory,"As someone who grew up on Nintendo since the 80s, I have to say this is single-handedly the most disgusting cash-grab I've ever seen. There is nothing, NOTHING here justifying a purchase. Nothing. To leave Nintendo fans waiting all these long years only to release the exact same handheld for that crazy of a price.. 1080p... lcd.... 256gb... I didn't realize it was 2004. This is just so unethically absurd. Anyone with any shred of dignity will refrain from handing over any money to this corrupt company. It pains me to say this, but Nintendo is essentially dead. From a company that used to revel in fun and the advancement of exactly that, to a corrupt corporate entity that will try to weasel in profits on gimmicky consoles (gamecube, wii, switch) and now this. Switch XL(2) probably costs less than $100 to manufacture. This is just disgusting. Nintendo needs to go bankrupt so that the memories of old don't get tarnished any further."
@pockettangerine-13,Bring the price down... you guys are gonna ruin gaming with the 90 dollar physical games you greedy bastards
@AbodeOfSnow96,Better to buy a steam deck rather than this overpriced device.
@thevaf2825,Did Nintendo loose the plot with the pricing?
@skylarsquid0641,Switch 3 will be out by the time I get a Switch 2.
@BobBob-vq3rb,Was wrong on my predictions
@anakinskywalker4596,256gb is absolutely nothing. You could only download ffvii rebirth and cyberpunk before becoming completely full.
@Valeug91,Drop de price
@BlueTheCubeReturns,The Nintendo Switch 2 is perfect except the prices only.
@BigNateCOMICS,"If buying isn't owning, then piracy isn't stealing"
@RobFeldbauer,"Disney also made money off of Captain Marvel, because of the hype...but just like that movie, the Switch 2 is going to let everyone down when they barely see a difference on the screen. 
Your Mario Kart today looks like N64 Mario Kart compared to all the other systems.
You also said the original Switch would hit 60 frames per second but lied about that. Is the Switch 2 going to do the same with larger games and only play certain smaller games at 60 f.p.s.?
The Switch 2 is what the original Switch should have been. Instead you used the Switch as a ""GoFundMe"" game console, disappointed everyone with the horrible build quality, raked in the money, and then changing the narrative making people be happy for the new Switch 2, when you should have given this to them in the original Switch in the 1st place.
Cheapskates!"
@maison-g4g,A Lenovo legion go is better
